Protein,A/N 1,A/N 2,A/N 3,A/N 4,A/N 5,A/N 6,A/N 7,A/N 8,A/N 9,A/N 10,A/N 11,A/N 12,A/N 13,A/N 14,A/N 15,A/N 16,A/N 17,A/N 18,A/N 19,A/N 20,A/N 21,A/N 22,A/N 23,A/N 24,A/N 25,A/N 26,A/N 27,A/N 28,A/N 29,A/N 30,,,,,,0,0
O00748,-1.015492818,-1.049130337,-0.922061204,-1.685845113,-1.214215012,-0.730156846,-0.588297119,-0.287043619,-0.503061208,-0.735271294,-1.125946857,-0.680262685,-0.147743158,-0.977143726,-0.075616456,-0.627980364,0.166307839,-0.115715784,-0.230146829,-0.707454258,-1.877018079,-1.336853566,-0.761060427,-0.030602618,-1.015563694,-0.489877267,-1.409145012,0.486450724,-0.778396007,-0.109703468,,,,,,,
O14561,-0.07085838,-0.343424004,0.738760225,0.090351124,0.570801463,0.249424951,-0.02214811,-0.195820756,-0.159587432,-0.111588769,-0.333067758,-0.156557304,-0.03157337,0.077096755,-0.067711233,1.237081392,0.94256962,0.947518501,0.565542721,0.337503053,0.22091167,1.07911065,0.571485238,0.355154675,-0.523412497,-0.724717253,-0.105234402,-1.120055279,-0.803282038,1.348746306,,,,,,,
O14617,0.200906944,0.69108774,-0.065978635,0.153919989,0.822358153,0.403211098,0.166695341,0.048594622,0.007340772,-0.316670174,-0.171729223,0.044172699,-0.089007827,-0.17082164,0.082990765,12.96398322,-0.353250578,0.052298356,-0.084168627,-0.018418563,0.997505531,-0.810183586,0.101907079,0.678423702,0.479488121,-1.396588424,0.872360919,-0.501578653,0.944674255,0.220131586,,,,,,,
O14818,0.328570724,-0.224176948,0.073347117,0.133940589,0.350945816,0.151363939,0.189390899,0.038450217,-0.076746404,0.269202822,-0.13654856,-0.050851171,-0.038296073,0.096103051,0.022706123,0.280997003,0.613890842,0.212534564,-0.046178456,0.408840833,0.00275083,0.063259183,0.580172682,0.246142495,0.5443887,-0.574622929,-0.044764003,0.050201055,0.296526913,0.145613213,,,,,,,
O14841,-0.126694262,0.410185579,-0.071171288,0.146544406,0.012662514,-0.253188373,0.237715083,0.044102576,0.233629051,0.073689664,0.305775836,-0.069831985,1.0513837,0.087852451,-0.315384986,-0.034100872,0.16178648,0.236850678,-0.088389219,-0.02858486,-0.196333875,0.558228789,1.291507603,-0.952332239,-0.316116167,0.699491998,-0.630286893,0.595248548,0.194759906,-0.406480423,,,,,,,
O14907,0.264848799,0.230498668,-0.420710412,0.246614255,0.109583689,-0.107686014,0.200455789,-0.05343841,0.080933149,-0.033497117,0.123330367,0.414280166,-0.130683901,0.283604984,0.054323121,0.438299554,0.037611138,-0.064654749,0.098760426,0.075095401,-0.224305002,0.227862524,-0.274258169,0.048973517,0.281692836,0.406262467,-0.336948001,0.077211568,0.174695663,-0.502114252,,,,,,,
O14980,0.193831971,0.276172088,0.514469614,0.234518373,0.538273916,0.153989962,0.121004412,-0.046194898,0.056162051,0.390960111,-0.016265054,0.250266679,0.180637689,-0.060252533,-0.236919702,0.462456244,0.360927386,0.517485538,0.282948662,0.359036161,0.406837767,0.319379489,0.868798072,0.348238605,0.473969265,-0.443495025,0.289207781,0.004226239,0.110975598,0.327288915,,,,,,,
O15027,0.392839908,0.831947087,-0.138022747,0.030592927,0.079738564,0.342384359,-0.664925228,-0.186068098,-0.343070298,0.0831017,0.366055286,0.008807459,-0.14043381,0.271480008,-0.138271238,-0.403192349,0.306858003,-0.018418806,-0.151638562,0.455448409,0.536775248,0.754241507,-0.807872052,-0.75811897,0.680715058,0.062394412,-0.264244165,0.055563101,0.414447931,-0.088360754,,,,,,,
O15127,-0.506139504,-0.127830126,-0.650213786,-0.131678068,-0.579656493,-0.072654009,-0.374735372,0.156371623,0.001774538,-0.536983628,0.095729603,-0.58125116,0.140103116,0.03590054,-0.012555141,0.0504557,-0.302025614,-0.36068465,-0.073338233,-0.011258912,-0.198031398,-0.113715943,0.024303763,-0.276636365,-0.246855554,0.644401784,-0.16163883,-0.136495332,-0.711432429,0.046803574,,,,,,,
O15143,0.166946085,0.103232154,-0.400958549,-0.513588132,-0.848964793,-0.207354274,0.025128009,-0.052980193,0.092978753,0.016446788,-0.358692475,-0.010069904,-0.355420151,-0.058880596,-0.025670357,-1.105971269,-0.280018945,-0.193638231,0.034805914,-0.538890269,-0.391354415,-0.936378756,-0.585136121,-0.603580834,-0.773021157,0.373414696,-0.560541254,-0.004983429,-0.217838818,-0.875093275,,,,,,,
O15144,-0.084592979,-0.055644095,0.765650548,-0.077108123,0.469901088,0.245385492,-0.100591232,0.061916805,0.040104373,0.082506003,-0.048593657,0.087692593,-0.21554273,-0.066031563,0.049469104,0.228423445,0.853160153,0.211113452,0.481854506,0.205917187,-0.159993322,0.553913858,0.142952905,0.099082785,0.419266249,-0.162884344,0.161765007,1.136158504,0.58125833,0.30634906,,,,,,,
O15173,0.065718143,-0.717553053,-0.762629529,-0.320971861,-0.27449432,-0.022713824,-0.048986524,0.062918387,-0.013383017,-0.278920508,0.053174371,-0.203603791,-0.223260214,-0.141131122,-0.26699156,-0.041730679,-0.405429157,0.106908169,-0.299848241,-1.115945106,-0.488920097,1.87970966,-0.309330475,0.875195906,-0.385076038,0.08515846,-0.351172672,-0.300806156,0.005197812,-0.868096777,,,,,,,
O15195,-0.200137165,0.077534168,-0.044316034,-0.188672638,-0.042310675,-0.218572381,0.025320807,-0.107799874,-0.017750018,-0.182304766,-0.13306159,0.346805027,-0.181428403,-0.28510521,0.03863526,-0.500081411,-0.077283735,-0.253294062,-0.465851104,0.253306836,-0.062766447,-0.171035396,0.085611826,0.135637415,-0.27598852,0.362180864,-0.377744112,0.168623569,0.194647363,-0.220033272,,,,,,,
O15355,0.459331587,-0.246034471,-0.489089366,0.292115064,-0.199231543,0.276934824,0.337584275,0.233878448,0.08676318,0.070830684,-0.118034473,0.081675676,-0.017835556,0.369440087,0.0505341,0.721550173,1.882542543,-0.694029032,-0.967037989,-0.096864574,0.055206325,-0.269214745,0.248038887,0.297356468,0.210409209,1.100409446,-0.196105194,0.207596604,-0.248080646,0.20886125,,,,,,,
O15372,-0.098516139,0.219104192,0.115450682,0.466809269,0.371709806,0.042990251,0.088317359,0.121680155,0.042789179,0.061074647,0.066831104,0.357374569,-0.093731149,0.218272074,-0.038284425,0.489574758,1.128944012,0.933867723,0.002057953,0.331980655,0.371781157,0.307555956,0.614566236,-0.071470877,-0.015008222,-0.410104221,0.317408227,0.130370385,0.074384556,0.258806223,,,,,,,
O15400,-0.149506719,0.220089155,-0.106215994,-0.238127405,-0.508517943,0.101805129,0.113755161,-0.030662781,0.237600749,-0.09417868,0.430823775,-0.282463476,0.191412829,-0.317846663,-0.012559638,-0.056057017,1.021478292,-0.547118601,0.379170213,-0.146062174,0.237197594,0.513339572,-0.102814678,-0.722816252,-0.716835256,-0.555568127,-0.480149508,-0.155436045,-0.283243216,-0.322148164,,,,,,,
O15438,-0.290058009,-0.248064562,0.646361444,-0.35869971,-0.333496785,-0.109942668,-0.075943419,0.048628819,0.11203835,-0.097111141,0.085130924,-0.132814258,-0.035602217,0.077122949,-0.128784908,0.419485763,-0.283533786,0.423465676,-0.617237698,0.037991251,-0.318223499,-0.240443807,-0.206783437,-0.304603627,-0.835749104,-0.631056699,-0.439557194,0.244771495,-0.546277805,0.303476587,,,,,,,
O43290,0.133118426,0.084249989,-0.196962192,-0.127443485,0.457672633,0.377594663,0.133695187,0.13862241,0.086404921,0.000621454,0.052518646,0.139550005,0.066731196,0.177386813,0.219005839,0.643968168,0.876256828,0.197098168,-0.180494499,0.862417012,0.547884113,-0.897557718,0.086003972,-0.366317214,0.115517533,-0.067405909,0.23262768,-0.153292643,0.576014912,-0.193124381,,,,,,,
O43396,0.109254798,0.035916079,-0.355015995,0.041337818,-0.170814344,0.007616672,0.083024082,0.026417426,0.108121589,0.054929883,0.037583191,0.38172675,0.010539252,0.260886482,-0.047238548,0.702521146,1.069500349,0.221890698,0.118833903,0.596554594,0.517365373,0.157241018,0.624255992,-0.279976474,0.258626581,0.530803533,0.010561507,0.320973984,-0.031013382,0.302661194,,,,,,,
O43598,0.308964718,0.635487582,-0.519179678,-0.242213333,0.006572299,-0.078905763,0.071326348,0.139494021,0.102769981,0.087336207,0.105181131,0.038444361,-0.115254134,0.030566542,0.166498782,-0.055792847,0.564517333,0.567618451,0.099640106,0.32872343,1.001369274,0.284004947,1.000922127,-0.323565761,0.645281036,0.391248883,0.209912482,0.22809013,0.12733447,0.427613048,,,,,,,
O43615,0.332443632,0.585565574,0.209921319,0.243044334,0.053447656,0.327371684,-0.144554838,0.093120568,-0.004959321,0.098472302,-0.214314258,0.185464583,0.267405053,-0.032218027,0.115108732,0.968224051,0.809208022,0.538169703,6.793437687,-0.701946569,-6.081416606,-1.404299826,0.098177331,1.703065891,-0.057072465,1.338026976,-0.178573561,-0.536172479,-0.399215435,0.828409249,,,,,,,
O43704,-0.194957926,-0.060224056,0.045432346,-0.225434359,0.871001599,0.184481215,-0.011240883,-0.157507654,-0.10310821,0.21520934,0.319939478,0.232254286,0.006509783,-0.079386199,0.075111616,0.236444948,-0.01030123,0.196095555,-0.360418115,0.055082074,-0.0411996,0.002693755,0.645137168,-0.772945727,-0.390116431,0.122714817,-0.669465196,0.699820629,-0.539419704,0.532286937,,,,,,,
O43776,0.013437537,0.863382982,-0.012181551,0.091362128,0.618574659,0.114628424,0.171444412,0.037714978,0.045087849,-0.026840476,-0.30991861,0.152375876,0.229034579,0.097380317,0.005115952,0.909819507,0.982496566,-0.206145115,0.189631544,0.590918406,0.375015998,-0.134309679,0.109696165,-0.511302952,0.815298345,-0.212492753,-0.342539296,0.241763475,-0.534523941,0.273155675,,,,,,,
O43809,0.226767912,-0.018134698,-0.276379394,0.245527166,-0.03309556,0.128023207,0.338271258,0.106564686,-0.007042954,0.130418013,-0.137652542,0.297377649,0.068629119,0.015053675,-0.124612672,0.479974976,0.010465327,0.526176496,0.879194702,0.15035566,0.465324055,0.46695123,-0.65716844,0.067935508,0.833975454,0.239520875,0.358740728,0.30093252,0.529629465,-0.044932607,,,,,,,
O43837,0.18218311,-0.697488393,0.982891008,-0.123807233,-0.722208634,-0.089770499,-0.159793371,0.157781812,-0.090381546,0.221681432,0.024863595,0.161300225,0.310635622,-0.23269,-0.227463684,0.345139336,-0.628529086,-0.270712021,-0.292360822,-0.777761983,-0.165179607,0.794059947,-0.563990338,0.029622698,0.16514623,0.25158069,-0.493839845,-0.310043016,-0.320978423,0.129853611,,,,,,,
O60504,-0.272187421,-1.854330036,-0.22907329,-0.247616858,-1.387008223,-0.073512335,0.080642131,0.010613531,-0.043164098,-0.05723236,-0.301371823,-0.128213047,-0.021070045,-0.1041304,-0.241728028,-0.223362467,-0.466221025,-0.75030012,-0.418257466,0.138679834,-0.02063643,-0.533779214,-0.184802421,-0.419040053,0.024483729,1.134837215,-0.867139393,-0.666536312,0.053789526,-0.941165495,,,,,,,
O60506,0.434858592,0.468221827,-0.23258623,0.469380734,0.203563164,0.209355771,0.27499649,0.064566882,0.160029238,0.231764003,0.054339331,0.280050314,0.148544971,0.345844833,0.092013688,0.711887653,0.903720467,-0.036004265,0.359500176,0.602925156,0.51654302,-0.158817599,-0.254185554,0.434170146,0.572448503,1.020267239,0.405828118,0.154532746,0.68897907,0.242136941,,,,,,,
O60547,0.58547646,1.26879866,0.942952532,0.659813218,1.425181249,0.422907238,0.298110143,-0.015858466,0.183482022,0.402825868,-0.181320605,0.213990271,0.359945517,0.291837754,0.146607225,1.171818334,0.927734525,0.708503943,0.486388753,0.636092702,0.619981278,0.426253144,0.394771124,-0.374547772,1.09180418,0.890608751,0.165519725,0.489770737,-0.439116229,0.823387896,,,,,,,
O60568,1.847008147,0.955376982,0.207974294,-0.098735626,0.237163411,0.075218071,0.21214927,0.153924798,0.157094004,0.003347252,-0.961149853,0.214814385,0.144802191,-0.130638767,-0.911436169,1.215054402,0.860921271,0.487196764,-0.603149597,0.874800336,-0.809364051,-0.278532366,-0.138215584,-0.485983102,7.538897409,-1.34913327,-0.74874118,-1.060894865,1.415173453,0.225739767,,,,,,,
O60664,0.118721943,0.214928055,-0.382740231,0.03324523,0.307494663,0.088442171,0.056349473,-0.045629652,0.214092548,0.215318319,-0.08929512,-0.04789535,-0.274626099,0.061657423,0.02462362,0.427376094,0.443421209,-0.112838401,-0.064480428,0.47307432,0.135078509,-0.233237959,-0.038957744,-0.181656513,0.08717323,-0.079784659,0.277831304,0.446503644,-0.083913074,-0.235118926,,,,,,,
O60701,-1.046324721,-0.639270674,-0.581529634,-1.327249874,-1.082457085,-0.642836716,-0.096319782,-0.263784428,-0.498566091,-0.259216953,-0.551137013,-0.657265215,-0.012235284,-0.489637785,-0.108045463,0.125304596,-0.501774378,-0.612493498,-0.557567495,-0.465694896,-0.353855244,-0.772079455,0.387773102,-1.211259397,-0.295291241,-0.799678718,-0.753742468,-0.360919152,-1.067363963,-0.298476154,,,,,,,
O60763,0.136738398,0.638062823,-0.404275625,0.02491161,0.183114248,0.05633097,0.024146226,-0.020862616,0.005922324,0.058500537,-0.13408171,-0.1027985,-0.020788064,0.096386426,0.06661454,0.25126936,0.731213069,0.300669962,-0.332791053,0.467980133,0.085844039,-0.003928456,0.416554302,0.181130593,0.298855506,0.726739748,0.108297005,0.250989012,-0.082910512,-0.353902231,,,,,,,
O60828,0.420334279,0.135414921,-0.771549629,0.076377634,-1.278540015,-0.210860305,0.38568717,0.169982871,0.584847692,-0.53475094,-0.287874426,0.215296641,0.091058414,0.277778486,0.014023917,6.260191685,0.079428504,-0.243633985,3.802298198,0.768508611,0.869606223,7.493742364,-0.265182141,7.86810457,0.858210313,1.520998448,0.087541734,0.476183759,1.560573403,-0.92324641,,,,,,,
O60841,0.368416499,0.472394265,-0.001618539,0.385183215,0.660858148,0.454140462,0.22708574,-0.008900381,0.078432046,0.11672562,0.262132417,0.255345452,0.185304541,0.482131388,0.056491874,0.85229141,1.207767487,-0.064209369,-1.10456635,0.22493762,-0.04988662,0.117700589,0.63081108,-0.118386121,0.081842028,0.527239452,0.405196185,0.31416898,0.659589305,-0.101909748,,,,,,,
O60844,-1.720359923,-1.13931717,-1.344235571,-3.073107821,-1.081336489,-1.374633926,-0.688579593,-0.540735234,-1.428192249,-2.294499079,-1.709287185,-0.893282046,-0.631829907,-1.030428932,-0.300376302,-0.089284357,-1.142508417,-2.710123492,-1.173030228,-1.527616157,-1.320758818,-1.139941253,-1.06092036,-1.716945955,-1.043691525,-1.271151471,-2.005289504,-2.322714092,-1.64006174,-0.959920845,,,,,,,
O60869,0.572870805,0.062252734,-1.445014218,0.107962358,0.352293188,-0.011572346,0.151908801,0.89053545,0.019967299,0.122296666,0.051448274,-0.458939475,-0.032957088,0.524175657,0.026433248,0.735419188,0.547656173,-0.450873658,0.123563624,0.133164288,0.180639672,-0.236142342,-0.173681242,-0.086187601,0.171130171,0.437198171,0.115739689,-0.358349809,0.425963011,-0.130390575,,,,,,,
O75131,0.103592453,-0.521053117,-0.180524661,-0.233339846,-0.098437089,-0.024135475,0.041867521,0.032914273,0.020258598,0.071922356,-0.252339031,0.157232108,0.1928734,-0.315778385,-0.019398467,0.19215797,0.895372571,0.002772187,0.052246997,-0.230799307,0.019312156,-0.153735263,0.075616001,0.079496694,0.113307018,0.214961087,-0.389518796,-0.111532609,0.244302554,0.222449916,,,,,,,
O75208,0.124367041,-0.473990061,0.647973999,0.003868323,-0.083643551,0.033912413,-0.07273313,0.026479542,0.020537062,-0.050256152,0.10705323,0.216450529,0.216960701,0.300657996,0.020269296,0.223100731,0.340799071,0.080196879,-0.125252358,0.121096568,0.274209284,0.85406652,0.345049959,-0.014688065,0.524601896,0.877992854,-0.910174452,-0.080355834,-0.936159381,-0.065409452,,,,,,,
O75351,-0.20817663,-0.161278258,-0.102555085,-0.324351255,-0.581050354,-0.499505233,0.26349814,-0.047202524,0.086560131,0.025353986,-0.184504689,0.123328023,-0.143548366,-0.010297245,-0.008741406,0.298333931,0.860147814,0.081997442,0.396938924,0.63633565,-0.284026565,-0.134313992,-0.078042303,-0.953361266,-0.741366226,0.570998552,-0.055651455,0.3915067,0.381630098,0.650285102,,,,,,,
O75367,0.14462603,-0.903728187,0.331441876,0.323472246,-0.542754066,0.088354762,0.336415641,0.067421858,0.215720251,0.057239316,0.003599366,0.379368186,0.209918488,0.150670092,-0.076069684,0.334554597,0.393207847,0.34498319,-0.072267261,-0.445033523,0.407103678,-0.200500318,-0.281334502,0.672176641,-0.165555149,-0.073398614,-0.282723455,-0.210323057,-0.090240209,-0.123787333,,,,,,,
O75368,0.012350499,-0.19217854,-0.507571405,-0.118213424,1.039729221,0.251266842,0.148722867,-0.031926218,0.035009593,0.155651182,0.154410836,-0.330935116,-0.484748299,-0.06137164,-0.119843457,0.16969901,0.118859812,-0.009008049,0.614555787,-0.21542733,-0.082936435,0.709330445,1.393573008,0.778566656,0.327135864,0.598184064,-0.036055646,-0.191284532,-0.248366715,-0.076753514,,,,,,,
O75396,0.219616612,0.164612512,0.088954137,0.096503736,0.294379947,0.231850599,0.089391763,-0.066249293,0.17474714,-0.025924349,-0.008325366,-0.126818511,-0.044948352,-0.137335858,0.018802118,0.418960154,0.061257611,-0.062056837,-0.186475345,0.140597346,0.060371743,-0.540787163,0.651447924,0.080698458,0.173438399,0.129744601,0.125582838,0.105509249,0.034025461,-0.007867571,,,,,,,
O75436,0.240028273,0.07192944,-0.511572892,-0.338587175,-0.283681177,-0.002941937,-0.114976326,-0.04046675,-0.013421369,-0.058562731,-0.159687015,0.125168752,0.055418827,-0.346616291,0.337048478,0.278670272,0.040714496,-0.061090208,0.131432193,0.310119299,0.240559018,-0.44880214,0.087705693,-0.256907267,-0.101830167,0.112127053,0.041591116,0.194091931,0.186251819,0.200265223,,,,,,,
O75489,-0.193774896,-0.894102496,0.127657033,0.05384539,-0.833295426,0.067610324,0.030617839,-0.047693057,-0.100740552,-0.248833031,-0.09863252,-0.127651353,0.241909418,0.136706639,-0.122290974,-0.168959302,-0.40306111,0.523893843,-0.070629469,0.279004915,0.082501401,0.280276937,0.52076422,1.879863485,-0.770457521,0.441500479,-0.13322189,-0.823313611,-0.080777154,-0.118398145,,,,,,,
O75531,0.191028228,0.712348173,1.245425141,0.842782436,1.350990806,0.503786835,0.095547881,0.037263615,0.22686752,0.128360648,0.066136749,0.267717426,0.174395029,0.220336252,-0.049880917,-1.484205528,8.155828312,2.167393651,1.650085388,0.304201802,0.642683393,-6.368636321,1.52992798,1.357152643,-0.357126452,-0.508857781,0.519049932,-0.011330767,0.123983342,0.707686716,,,,,,,
O75533,0.403882442,0.287437341,-0.285720936,-0.026375828,-0.00553048,0.164754512,0.153089286,-0.039977825,0.136836297,0.17075476,0.056337593,-0.024656886,-0.048329152,0.253399722,0.100609234,0.307927541,0.506050476,-0.00390847,0.02489754,0.429685599,0.472885579,-0.0559159,0.308299931,0.676964167,0.324419767,0.850994804,0.183855985,0.078721386,0.675257286,0.164759414,,,,,,,
O75643,0.800323841,-0.192515746,-0.113885578,0.381989989,0.818121026,0.122404423,0.100174392,0.108381532,0.163344041,0.077575401,0.09458349,0.315852047,-1.45662E-05,0.208537089,-0.075597857,0.360367208,0.465327073,-0.104713667,-0.374824296,0.388802316,0.27666877,-0.43922057,0.347831311,-0.05948769,0.679160133,0.807800732,0.289039734,-0.141461439,0.469247314,-0.109810469,,,,,,,
O75821,0.299880608,0.950389354,0.118881326,0.072745984,0.237682405,0.251265166,0.097041825,-0.04277526,-0.197280547,0.498355766,0.065458719,0.049712012,-0.168284351,0.455525652,-0.082634635,0.753045969,0.579559686,0.209579769,-0.303583341,0.615301997,0.073151891,-0.031885078,0.474513129,0.695593108,-0.059327663,0.471980873,0.467488355,-0.084337946,0.350220992,0.153124355,,,,,,,
O75844,-0.220185874,-0.303217144,0.949794467,0.49605673,0.893706114,0.431758295,-0.278320184,-0.099609588,-0.161565841,-0.124520865,0.161351512,0.036087682,-0.21760266,0.232450487,0.016957955,1.096670599,0.961063872,0.184323581,-0.46880289,-0.266691943,-0.056109433,0.293826446,0.787367809,0.385263143,0.560529859,-1.233135082,-0.264289055,0.036275804,0.360511711,-0.067770111,,,,,,,
O75874,-0.226707047,0.162192161,0.193389939,-0.360375487,0.368659332,-0.225908587,0.039564074,-0.095899113,-0.053022866,-0.034084003,0.056560032,0.225271438,-0.009022427,-0.077247135,0.060680811,0.406393078,0.742782786,-0.088971602,0.030535573,0.221436389,0.014354483,-0.006749827,0.806618427,0.222232485,0.183346172,-0.043676315,-0.448708956,0.171691767,-0.912443955,0.117667323,,,,,,,
O75937,0.729654228,-0.570983107,-0.129060466,-0.336490943,-0.455302982,-0.371462351,0.196863142,0.057982603,0.028470477,0.023572305,-0.05515132,-0.113897027,-0.292133001,0.331884691,0.007903596,-0.884050746,-0.883377136,-1.248844586,-0.117732473,-0.188231526,-0.35713609,-0.088744689,-0.206885908,-0.131413143,0.216679505,-0.011289363,-0.456038286,1.297393894,-0.373503915,0.242611589,,,,,,,
O75947,-0.095683801,-0.844421921,0.481432671,0.145531426,-0.827476769,-0.064352434,0.027606997,-0.182424779,-0.010620795,-0.289194197,-0.130644463,-0.329470799,-0.081840862,-0.069907705,0.100018215,0.204188477,0.067046924,-0.359357127,-0.248776753,0.183383034,0.014678974,0.357429375,-0.158379109,-0.60110258,-0.335279724,0.371664691,-0.49551973,-0.58989826,-0.984973275,-0.293450344,,,,,,,
O76003,0.048621731,0.611999948,0.171853427,0.152344718,0.406236042,0.208840331,0.180988286,0.070586068,-0.051692539,0.215570151,-0.062468705,-0.625149366,0.215130948,0.126681749,-0.087033161,0.146729441,0.438425153,0.019385426,-0.470758845,0.525038881,0.454556769,-0.517416028,0.838762758,0.581042811,0.552793835,-0.742962737,0.79107044,0.255488468,0.431776518,-0.221586777,,,,,,,
O76021,0.553504596,-0.135716445,-0.092616293,0.603617685,0.164544434,0.35303275,0.503528776,0.732772415,0.336171638,0.184611749,-0.163322174,0.718521396,0.363795803,0.201220234,0.198656596,1.613386321,1.014457487,0.240374123,-0.069539989,-0.196499433,-0.292800744,0.626159429,0.40919359,0.652750393,-0.033514039,0.518954749,-0.088601839,0.1403539,0.770780817,0.02005287,,,,,,,
O76094,0.354199868,0.90656437,-0.747980851,0.399667122,0.859279931,0.513097887,0.181324337,0.054933755,0.024514608,-0.077211628,0.143319759,-0.095960188,-0.345790122,0.253213144,0.020360379,0.157091142,0.365629338,-0.290667165,-0.685022493,0.343584775,-0.049572424,-0.655156169,0.353533747,0.193151581,0.36864843,0.606092678,0.378284818,0.217598877,0.411053544,0.711973259,,,,,,,
O94760,0.200329956,0.578095028,0.389184139,-0.513386154,0.147964556,-0.115842303,0.162861315,0.008381769,-0.007637094,0.096176576,0.217808554,0.080745752,0.303371513,-0.207686491,0.058752354,0.130318558,0.365220275,0.242064455,-0.145325732,0.708432675,0.430429427,0.053495523,0.323846752,-0.278591487,-0.00289051,0.595696389,-0.574225548,0.555964781,-1.206497334,-0.200275654,,,,,,,
